id,name,latitude,longtitude,dpcapacity,online_date
413,"Woodlawn Ave & Lake Park Ave",41.8141,-87.597,15,2015-04-14
414,"Canal St & Taylor St",41.8703,-87.6395,15,2015-11-25
415,"Calumet Ave & 51st St",41.8023,-87.6181,19,2015-04-16
416,"Dorchester Ave & 49th St",41.8058,-87.5925,15,2015-04-16
417,"Cornell Ave & Hyde Park Blvd",41.8024,-87.5869,19,2015-04-16
418,"Ellis Ave & 53rd St",41.7993,-87.601,11,2015-04-17
419,"Lake Park Ave & 53rd St",41.7995,-87.5864,15,2015-04-16
420,"Ellis Ave & 55th St",41.7943,-87.6014,19,2015-04-17
421,"MLK Jr Dr & 56th St (*)",41.7934,-87.6159,16,2015-04-20
422,"DuSable Museum",41.7916,-87.6078,15,2015-07-07
423,"University Ave & 57th St",41.7915,-87.5999,19,2015-04-17
424,"Museum of Science and Industry",41.7917,-87.5839,27,2015-04-17
425,"Harper Ave & 59th St",41.7879,-87.5883,15,2015-04-17
426,"Ellis Ave & 60th St",41.7851,-87.6011,19,2015-04-17
427,"Cottage Grove Ave & 63rd St",41.7806,-87.6061,19,2015-04-20
428,"Dorchester Ave & 63rd St",41.7804,-87.5914,15,2015-04-20
429,"Cottage Grove Ave & 67th St",41.7737,-87.6056,15,2015-04-21
430,"MLK Jr Dr & 63rd St",41.7801,-87.6159,15,2015-04-21
431,"Eberhart Ave & 61st St",41.7841,-87.6133,15,2015-04-20
432,"Clark St & Lunt Ave",42.0091,-87.6737,19,2015-05-15
433,"Kedzie Ave & Harrison St",41.8736,-87.7049,15,2015-04-28
434,"Ogden Ave & Roosevelt Rd",41.8665,-87.6847,19,2015-04-27
435,"Kedzie Ave & Roosevelt Rd",41.8665,-87.7065,15,2015-04-28
436,"Fairfield Ave & Roosevelt Rd",41.8666,-87.6945,15,2015-04-27
437,"Washtenaw Ave & 15th St (*)",41.8615,-87.6934,19,2015-05-28
438,"Central Park Ave & Ogden Ave",41.8542,-87.7154,19,2015-04-29
439,"Kedzie Ave & 21st St",41.8535,-87.7051,15,2015-04-28
440,"Lawndale Ave & 23rd St",41.8499,-87.717,15,2015-05-07
441,"Kedzie Ave & 24th St",41.8482,-87.7054,15,2015-04-29
442,"California Ave & 23rd Pl",41.8491,-87.6951,15,2015-04-28
443,"Millard Ave & 26th St",41.8446,-87.7159,15,2015-04-29
444,"Albany Ave & 26th St",41.8445,-87.702,19,2015-04-29
445,"California Ave & 26th St",41.844,-87.6953,19,2015-04-29
446,"Western Ave & 28th St",41.8415,-87.6851,15,2015-05-21
447,"Glenwood Ave & Morse Ave",42.008,-87.6655,15,2015-05-15
448,"Warren Park East",42.0046,-87.6807,15,2015-05-12
449,"Clark St & Columbia Ave",42.0045,-87.6724,15,2015-05-12
450,"Warren Park West",42.002,-87.6897,15,2015-05-12
451,"Sheridan Rd & Loyola Ave",42.001,-87.6612,15,2015-05-15
452,"Western Ave & Granville Ave",41.9942,-87.6894,15,2015-05-12
453,"Clark St & Schreiber Ave",41.9993,-87.6714,15,2015-05-12
454,"Broadway & Granville Ave",41.9948,-87.6603,15,2015-05-11
455,"Maplewood Ave & Peterson Ave",41.9902,-87.6934,15,2015-05-12
456,"2112 W Peterson Ave",41.9912,-87.6836,15,2015-05-12
457,"Clark St & Elmdale Ave",41.9909,-87.6696,19,2015-05-11
458,"Broadway & Thorndale Ave",41.9897,-87.6601,19,2015-05-11
459,"Lakefront Trail & Bryn Mawr Ave",41.984,-87.6523,19,2015-05-11
460,"Clark St & Bryn Mawr Ave",41.9836,-87.6692,15,2015-05-11
461,"Broadway & Ridge Ave",41.984,-87.6603,15,2015-05-11
462,"Ravenswood Ave & Balmoral Ave",41.9798,-87.6758,15,2015-05-14
463,"Clark St & Berwyn Ave",41.978,-87.668,19,2015-05-14
464,"Damen Ave & Foster Ave",41.9756,-87.6795,15,2015-05-13
465,"Marine Dr & Ainslie St",41.9716,-87.6502,23,2015-07-17
466,"Ridge Blvd & Touhy Ave",42.0121,-87.6829,15,2015-05-15
467,"Western Ave & Lunt Ave",42.0086,-87.6905,15,2015-05-15
468,"Budlong Woods Library",41.9837,-87.6964,15,2015-05-06
469,"St. Louis Ave & Balmoral Ave",41.9804,-87.7161,15,2015-05-16
470,"Kedzie Ave & Foster Ave",41.9757,-87.7093,15,2015-05-06
471,"Francisco Ave & Foster Ave",41.9756,-87.7014,15,2015-05-14
472,"Lincoln Ave & Winona St",41.9749,-87.6925,15,2015-05-06
474,"Christiana Ave & Lawrence Ave",41.9684,-87.7118,15,2015-05-16
475,"Washtenaw Ave & Lawrence Ave",41.9687,-87.6962,15,2015-05-05
476,"Kedzie Ave & Leland Ave",41.9667,-87.7081,15,2015-05-05
477,"Manor Ave & Leland Ave",41.9663,-87.7011,11,2015-05-05
478,"Rockwell St & Eastwood Ave",41.9659,-87.6936,15,2015-05-05
479,"Drake Ave & Montrose Ave",41.9612,-87.7166,11,2015-05-05
480,"Albany (Kedzie) Ave & Montrose Ave",41.961,-87.7059,15,2015-05-05
481,"California Ave & Montrose Ave",41.9611,-87.6954,15,2015-07-07
482,"Campbell Ave & Montrose Ave",41.9615,-87.6912,15,2015-05-14
483,"Avondale Ave & Irving Park Rd",41.9534,-87.732,19,2015-05-06
484,"Monticello Ave & Irving Park Rd",41.954,-87.7191,15,2015-05-06
485,"Sawyer Ave & Irving Park Rd",41.9536,-87.7093,15,2015-05-04
486,"Oakley Ave & Irving Park Rd",41.9543,-87.6861,15,2015-05-13
487,"California Ave & Byron St",41.9522,-87.6981,19,2015-07-07
488,"Pulaski Rd & Eddy St",41.9456,-87.7277,15,2015-05-13
489,"Drake Ave & Addison St",41.9468,-87.7164,23,2015-05-13
490,"Troy St & Elston Ave",41.9452,-87.7066,15,2015-05-04
491,"Talman Ave & Addison St",41.9466,-87.6946,15,2015-05-04
492,"Leavitt St & Addison St",41.947,-87.6834,15,2015-05-13
493,"Western Ave & Roscoe St",41.943,-87.6874,15,2015-05-04
494,"Kedzie Ave & Bryn Mawr Ave",41.9824,-87.7089,15,2015-05-18
495,"Keystone Ave & Montrose Ave",41.9611,-87.729,15,2015-05-16
496,"Avers Ave & Belmont Ave",41.9394,-87.7236,19,2015-05-13
497,"Kimball Ave & Belmont Ave",41.9394,-87.7116,23,2015-05-02
498,"California Ave & Fletcher St",41.9384,-87.698,19,2015-05-04
499,"Kosciuszko Park",41.9306,-87.7238,15,2015-05-01
500,"Central Park Ave & Elbridge Ave",41.9353,-87.7169,15,2015-05-04
501,"Richmond St & Diversey Ave",41.9319,-87.7012,15,2015-05-05
502,"California Ave & Altgeld St",41.9266,-87.6979,19,2015-05-13
503,"Drake Ave & Fullerton Ave",41.9244,-87.7154,15,2015-05-01
504,"Campbell Ave & Fullerton Ave",41.9246,-87.6893,15,2015-05-21
505,"Winchester Ave & Elston Ave",41.9241,-87.6765,15,2015-05-07
506,"Spaulding Ave & Armitage Ave",41.9172,-87.7104,15,2015-04-30
507,"Humboldt Blvd & Armitage Ave",41.9175,-87.7018,19,2015-05-01
508,"Central Park Ave & North Ave",41.9097,-87.7166,15,2015-04-30
509,"Troy St & North Ave",41.9098,-87.7053,15,2015-04-30
510,"Spaulding Ave & Division St",41.9027,-87.7092,15,2015-04-30
511,"Albany Ave & Bloomingdale Ave",41.914,-87.7051,15,2015-05-09
514,"Ridge Blvd & Howard St",42.0193,-87.6845,15,2016-07-22
515,"Paulina St & Howard St",42.0192,-87.6736,23,2016-07-08
517,"Clark St & Jarvis Ave",42.016,-87.675,15,2016-07-07
518,"Conservatory Dr & Lake St",41.8855,-87.7169,15,2016-06-02
519,"Wolcott Ave & Fargo Ave",42.017,-87.6777,11,2016-07-07
520,"Greenview Ave & Jarvis Ave",42.016,-87.6686,23,2016-07-07
522,"Bosworth Ave & Howard St",42.0195,-87.6696,15,2016-07-07
523,"Eastlake Ter & Rogers Ave",42.021,-87.6651,15,2016-07-07
524,"Austin Blvd & Chicago Ave",41.8949,-87.7747,11,2016-07-19
525,"Glenwood Ave & Touhy Ave",42.0127,-87.6661,15,2016-07-07
526,"Oakley Ave & Touhy Ave",42.0123,-87.6882,15,2016-07-08
527,"Western Ave & Howard St",42.0189,-87.69,19,2016-07-08
528,"Pulaski Rd & Lake St",41.8854,-87.7265,15,2016-06-15
529,"Cicero Ave & Lake St",41.8868,-87.7453,15,2016-06-10
530,"Laramie Ave & Kinzie St",41.8878,-87.7555,15,2016-06-13
531,"Central Ave & Lake St",41.8877,-87.7655,15,2016-07-27
532,"Austin Blvd & Lake St",41.8879,-87.7744,15,2016-06-10
533,"Central Park Blvd & 5th Ave",41.8757,-87.7155,15,2016-06-10
534,"Pulaski Rd & Madison St",41.8808,-87.7263,15,2016-06-13
535,"Pulaski Rd & Congress Pkwy",41.8743,-87.7257,15,2016-06-15
536,"Kostner Ave & Lake St",41.8859,-87.7354,15,2016-06-13
537,"Kenton Ave & Madison St",41.8807,-87.741,15,2016-06-10
538,"Cicero Ave & Flournoy St",41.8721,-87.7466,15,2016-06-15
539,"Cicero Ave & Quincy St",41.8776,-87.7454,15,2016-06-14
540,"Laramie Ave & Madison St",41.8802,-87.7553,15,2016-06-14
541,"Central Ave & Harrison St",41.873,-87.7645,15,2016-06-14
542,"Central Ave & Madison St",41.8801,-87.7632,15,2016-06-14
543,"Laramie Ave & Gladys Ave",41.8758,-87.7553,15,2016-06-14
544,"Mason Ave & Madison St",41.88,-87.7733,15,2016-06-14
545,"Kostner Ave & Adams St",41.8779,-87.7357,15,2016-06-15
546,"Damen Ave & Pershing Rd",41.8232,-87.6766,11,2016-06-16
547,"Ashland Ave & Pershing Rd",41.8235,-87.6656,11,2016-06-16
548,"Morgan St & Pershing Rd",41.8236,-87.6509,11,2016-06-16
549,"Marshfield Ave & 44th St",41.814,-87.6666,11,2016-06-16
550,"Central Ave & Chicago Ave",41.895,-87.7649,11,2016-07-19
551,"Hoyne Ave & 47th St",41.8082,-87.6772,11,2016-06-17
552,"Ashland Ave & McDowell Ave",41.8089,-87.6645,11,2016-06-17
553,"Elizabeth St & 47th St",41.8084,-87.6565,11,2016-06-16
554,"Damen Ave & 51st St",41.8009,-87.6747,11,2016-06-17
555,"Ashland Ave & 50th St",41.803,-87.6647,11,2016-06-17
556,"Throop St & 52nd St",41.7997,-87.6572,11,2016-06-17
557,"Damen Ave & Garfield Blvd",41.7946,-87.6743,11,2016-06-20
558,"Ashland Ave & Garfield Blvd",41.7928,-87.6644,11,2016-06-20
559,"Racine Ave & Garfield Blvd",41.7947,-87.6549,11,2016-06-20
560,"Marshfield Ave & 59th St",41.7868,-87.6662,11,2016-06-20
561,"Damen Ave & 61st St",41.7837,-87.6741,11,2016-06-21
562,"Racine Ave & 61st St",41.7832,-87.6544,11,2016-06-20
563,"Ashland Ave & 63rd St",41.7794,-87.6648,15,2016-06-20
564,"Racine Ave & 65th St",41.7754,-87.6543,11,2016-06-21
565,"Ashland Ave & 66th St",41.7741,-87.6638,11,2016-06-21
566,"Ashland Ave & 69th St",41.7687,-87.6641,11,2016-06-23
567,"May St & 69th St",41.7689,-87.6529,11,2016-06-21
568,"Normal Ave & 72nd St",41.7635,-87.6373,11,2016-06-23
569,"Woodlawn Ave & 75th St",41.7592,-87.5957,15,2016-06-23
570,"Evans Ave & 75th St",41.7583,-87.6067,11,2016-06-23
571,"Vernon Ave & 75th St",41.7584,-87.6141,11,2016-07-20
572,"State St & 76th St",41.757,-87.6246,11,2016-06-23
573,"State St & 79th St",41.7508,-87.6244,15,2016-07-21
574,"Vernon Ave & 79th St",41.7509,-87.6138,11,2016-07-25
575,"Cottage Grove Ave & 78th St",41.7532,-87.605,11,2016-07-20
576,"Greenwood Ave & 79th St",41.7513,-87.5975,15,2016-07-20
577,"Stony Island Ave & South Chicago Ave",41.7512,-87.5853,11,2016-07-20
578,"Chappel Ave & 79th St",41.7518,-87.5748,11,2016-07-21
579,"Phillips Ave & 79th St",41.7518,-87.5652,11,2016-07-20
580,"Exchange Ave & 79th St",41.7517,-87.5528,15,2016-07-20
581,"Commercial Ave & 83rd St",41.7446,-87.5512,15,2016-08-18
582,"Phillips Ave & 82nd St",41.7463,-87.5647,11,2016-07-26
583,"Stony Island Ave & 82nd St",41.7466,-87.586,11,2016-07-25
584,"Ellis Ave & 83rd St",41.7441,-87.599,15,2016-07-25
585,"Cottage Grove Ave & 83rd St",41.7441,-87.6048,11,2016-07-25
586,"MLK Jr Dr & 83rd St",41.7431,-87.6148,11,2016-07-25
587,"Wabash Ave & 83rd St",41.7433,-87.6228,11,2016-08-18
588,"South Chicago Ave & 83rd St",41.7439,-87.5752,11,2016-07-26
589,"Milwaukee Ave & Cuyler Ave",41.9545,-87.7496,15,2016-07-12
590,"Kilbourn Ave & Irving Park Rd",41.9537,-87.7406,15,2016-07-19
591,"Kilbourn Ave & Milwaukee Ave",41.9488,-87.74,23,2016-09-22
592,"Knox Ave & Montrose Ave",41.9606,-87.7454,15,2016-07-12
593,"Halsted St & 59th St",41.7875,-87.6449,11,2016-06-21
594,"Western Blvd & 48th Pl",41.8057,-87.6834,15,2016-06-17
595,"Wabash Ave & 87th St",41.7366,-87.6226,15,2016-08-04
596,"Benson Ave & Church St",42.0482,-87.6835,15,2016-06-29
597,"Chicago Ave & Washington St",42.0326,-87.6791,15,2016-06-29
598,"Elmwood Ave & Austin St",42.0258,-87.6841,15,2016-07-01
599,"Valli Produce - Evanston Plaza",42.0397,-87.6994,15,2016-07-01
600,"Dodge Ave & Church St",42.0483,-87.6982,15,2016-06-29
601,"Central St Metra",42.0636,-87.6987,15,2016-06-29
602,"Central St & Girard Ave",42.064,-87.686,15,2016-07-08
603,"Chicago Ave & Sheridan Rd",42.0505,-87.6778,15,2016-07-01
604,"Sheridan Rd & Noyes St (NU)",42.0582,-87.6774,15,2016-07-01
605,"University Library (NU)",42.0529,-87.6734,15,2016-07-01
606,"Forest Ave & Chicago Ave",41.8941,-87.8004,19,2016-07-06
607,"Cuyler Ave & Augusta St",41.8982,-87.7831,11,2016-06-30
608,"Humphrey Ave & Ontario St",41.8905,-87.7768,11,2016-06-30
609,"Forest Ave & Lake St",41.8889,-87.8003,15,2016-06-30
610,"Marion St & South Blvd",41.8868,-87.8029,19,2016-06-30
611,"Oak Park Ave & South Blvd",41.8869,-87.7939,19,2016-06-30
612,"Ridgeland Ave & Lake St",41.8881,-87.7852,15,2016-07-27
613,"Wisconsin Ave & Madison St",41.8798,-87.8022,11,2016-06-28
614,"East Ave & Madison St",41.8801,-87.7892,15,2016-06-28
615,"Lombard Ave & Madison St",41.8798,-87.7794,15,2016-06-28
616,"Oak Park Ave & Harrison St",41.873,-87.7939,19,2016-06-27
617,"East Ave & Garfield St",41.8713,-87.7889,19,2016-06-27
618,"Lombard Ave & Garfield St",41.8707,-87.7788,19,2016-06-27
619,"Keystone Ave & Fullerton Ave",41.9244,-87.7278,15,2016-07-12
620,"Orleans St & Chestnut St (NEXT Apts)",41.8982,-87.6375,15,2016-09-09
