starttimes,from_station_name,to_station_name,counts,from_lat,from_long,to_lat,to_long
12,Mies van der Rohe Way & Chestnut St,Stockton Dr & Wrightwood Ave,2,41.8986,-87.6219,41.9313,-87.6387
12,Sedgwick St & Huron St,Ogden Ave & Chicago Ave,2,41.8947,-87.6384,41.8964,-87.6541
12,LaSalle St & Illinois St,Racine Ave & Fullerton Ave,2,41.8908,-87.6321,41.9256,-87.6584
12,LaSalle St & Illinois St,Cityfront Plaza Dr & Pioneer Ct,2,41.8908,-87.6321,41.8906,-87.6221
12,Glenwood Ave & Morse Ave,Clark St & Columbia Ave,2,42.008,-87.6655,42.0045,-87.6724
12,Broadway & Barry Ave,Lake Shore Dr & North Blvd,2,41.9377,-87.6441,41.9117,-87.6268
12,Dusable Harbor,LaSalle St & Illinois St,2,41.885,-87.6128,41.8908,-87.6321
12,Dusable Harbor,Michigan Ave & Congress Pkwy,2,41.885,-87.6128,41.8762,-87.6244
12,Racine Ave & Belmont Ave,Damen Ave & Cortland St,2,41.9397,-87.6589,41.916,-87.6774
12,LaSalle St & Jackson Blvd,LaSalle St & Washington St,2,41.8782,-87.632,41.8827,-87.6325
12,Fairbanks Ct & Grand Ave,Millennium Park,2,41.8919,-87.6206,41.881,-87.6241
12,MLK Jr Dr & 29th St,Millennium Park,2,41.8421,-87.617,41.881,-87.6241
12,MLK Jr Dr & 29th St,Indiana Ave & 31st St,2,41.8421,-87.617,41.8388,-87.6219
12,Clark St & Lunt Ave,Broadway & Granville Ave,2,42.0091,-87.6737,41.9948,-87.6603
12,Sedgwick St & Webster Ave,Streeter Dr & Grand Ave,2,41.9222,-87.6389,41.8923,-87.612
12,Clark St & Armitage Ave,Mies van der Rohe Way & Chicago Ave,2,41.9183,-87.6363,41.8969,-87.6217
12,Larrabee St & Kingsbury St,Halsted St & Blackhawk St (*),2,41.8978,-87.6429,41.9085,-87.6486
12,Larrabee St & Kingsbury St,Wells St & Evergreen Ave,2,41.8978,-87.6429,41.9067,-87.6348
12,Chicago Ave & Washington St,Sheridan Rd & Loyola Ave,2,42.0326,-87.6791,42.001,-87.6612
12,Chicago Ave & Washington St,Clark St & Lunt Ave,2,42.0326,-87.6791,42.0091,-87.6737
12,McClurg Ct & Illinois St,Columbus Dr & Randolph St,2,41.891,-87.6173,41.8847,-87.6195
12,Mies van der Rohe Way & Chicago Ave,State St & Kinzie St,2,41.8969,-87.6217,41.8892,-87.6277
12,Bissell St & Armitage Ave,Kedzie Ave & Milwaukee Ave,2,41.9184,-87.6522,41.9296,-87.7079
12,Dearborn St & Monroe St,Clark St & Congress Pkwy,2,41.8813,-87.6295,41.8759,-87.6306
12,Dearborn St & Erie St,Wells St & Huron St,2,41.894,-87.6293,41.8947,-87.6338
12,Dearborn St & Erie St,Rush St & Cedar St,2,41.894,-87.6293,41.9023,-87.6277
12,Wells St & Evergreen Ave,Michigan Ave & Washington St,2,41.9067,-87.6348,41.8839,-87.6246
12,Wacker Dr & Washington St,St. Clair St & Erie St,2,41.8833,-87.6373,41.8944,-87.6227
12,Dearborn St & Adams St,Dearborn Pkwy & Delaware Pl,2,41.8794,-87.6298,41.899,-87.6299
12,Orleans St & Merchandise Mart Plaza,Desplaines St & Jackson Blvd,2,41.8882,-87.6364,41.8783,-87.6439
12,Jefferson St & Monroe St,Wolcott Ave & Polk St,2,41.8804,-87.6427,41.8713,-87.6737
12,Theater on the Lake,Lakeview Ave & Fullerton Pkwy,2,41.9263,-87.6308,41.9259,-87.639
12,Theater on the Lake,Clark St & Lincoln Ave,2,41.9263,-87.6308,41.9157,-87.6346
12,State St & Kinzie St,Dusable Harbor,2,41.8892,-87.6277,41.885,-87.6128
12,Dearborn Pkwy & Delaware Pl,Dusable Harbor,2,41.899,-87.6299,41.885,-87.6128
12,Damen Ave & Coulter St,Michigan Ave & 18th St,2,41.8492,-87.6756,41.8578,-87.6245
12,Lake Shore Dr & North Blvd,Lakeview Ave & Fullerton Pkwy,2,41.9117,-87.6268,41.9259,-87.639
12,Clark St & Grace St,Broadway & Cornelia Ave,2,41.9508,-87.6592,41.9455,-87.646
12,Michigan Ave & Oak St,Shedd Aquarium,2,41.901,-87.6238,41.8672,-87.6154
12,Michigan Ave & Oak St,Cannon Dr & Fullerton Ave,2,41.901,-87.6238,41.9268,-87.6344
12,Michigan Ave & Oak St,Lake Shore Dr & Diversey Pkwy,2,41.901,-87.6238,41.9327,-87.6363
12,Michigan Ave & Oak St,Michigan Ave & Lake St,2,41.901,-87.6238,41.886,-87.6241
12,Michigan Ave & Oak St,Lake Shore Dr & North Blvd,2,41.901,-87.6238,41.9117,-87.6268
12,Stockton Dr & Wrightwood Ave,Streeter Dr & Grand Ave,2,41.9313,-87.6387,41.8923,-87.612
12,Cornell Ave & Hyde Park Blvd,Ellis Ave & 58th St,2,41.8024,-87.5869,41.7887,-87.6013
12,Cornell Ave & Hyde Park Blvd,Fort Dearborn Dr & 31st St,2,41.8024,-87.5869,41.8386,-87.6082
12,Broadway & Sheridan Rd,Broadway & Belmont Ave,2,41.9528,-87.65,41.9401,-87.6455
12,Broadway & Sheridan Rd,Streeter Dr & Grand Ave,2,41.9528,-87.65,41.8923,-87.612
12,Clark St & Elm St,Sangamon St & Washington Blvd (*),2,41.903,-87.6313,41.883,-87.6511
12,Clark St & Elm St,Dearborn St & Erie St,2,41.903,-87.6313,41.894,-87.6293
12,Broadway & Granville Ave,Montrose Harbor,2,41.9948,-87.6603,41.964,-87.6382
12,Streeter Dr & Grand Ave,Wabash Ave & Grand Ave,2,41.8923,-87.612,41.8917,-87.6269
12,Streeter Dr & Grand Ave,Dusable Harbor,2,41.8923,-87.612,41.885,-87.6128
12,Streeter Dr & Grand Ave,McClurg Ct & Illinois St,2,41.8923,-87.612,41.891,-87.6173
12,Aberdeen St & Jackson Blvd,Wood St & Milwaukee Ave,2,41.8777,-87.6548,41.9077,-87.6726
12,Franklin St & Jackson Blvd,Federal St & Polk St,2,41.8777,-87.6353,41.8721,-87.6295
12,Franklin St & Jackson Blvd,Millennium Park,2,41.8777,-87.6353,41.881,-87.6241
12,Franklin St & Jackson Blvd,Fairbanks Ct & Grand Ave,2,41.8777,-87.6353,41.8919,-87.6206
12,Wilton Ave & Belmont Ave,Halsted St & Diversey Pkwy,2,41.9402,-87.653,41.9337,-87.649
12,Sheffield Ave & Wellington Ave,Marshfield Ave & Cortland St,2,41.9363,-87.6527,41.916,-87.6689
12,Kimbark Ave & 53rd St,Cornell Ave & Hyde Park Blvd,2,41.7996,-87.5947,41.8024,-87.5869
12,Larrabee St & Oak St,Clark St & Schiller St,2,41.9002,-87.643,41.908,-87.6315
12,Lake Park Ave & 47th St,Michigan Ave & Jackson Blvd,2,41.8094,-87.5919,41.8778,-87.6241
12,Desplaines St & Randolph St,Sangamon St & Washington Blvd (*),2,41.8846,-87.6446,41.883,-87.6511
12,Desplaines St & Randolph St,McClurg Ct & Illinois St,2,41.8846,-87.6446,41.891,-87.6173
12,Burnham Harbor,Lake Shore Dr & Monroe St,2,41.8563,-87.6133,41.881,-87.6167
12,LaSalle St & Washington St,Lake Shore Dr & Monroe St,2,41.8827,-87.6325,41.881,-87.6167
12,Clark St & North Ave,Halsted St & Willow St,2,41.912,-87.6319,41.9138,-87.6488
12,Clinton St & Roosevelt Rd,Shedd Aquarium,2,41.8671,-87.6411,41.8672,-87.6154
12,Green St & Randolph St,Clinton St & Roosevelt Rd,2,41.8837,-87.6487,41.8671,-87.6411
12,Kedzie Ave & Milwaukee Ave,Albany Ave & Bloomingdale Ave,2,41.9296,-87.7079,41.914,-87.7051
12,Clark St & Congress Pkwy,Michigan Ave & Oak St,2,41.8759,-87.6306,41.901,-87.6238
12,Indiana Ave & 31st St,Calumet Ave & 35th St,2,41.8388,-87.6219,41.8314,-87.618
12,Wabash Ave & 8th St,Stetson Ave & South Water St,2,41.872,-87.6261,41.8868,-87.6223
12,Columbus Dr & Randolph St,Lake Shore Dr & Monroe St,2,41.8847,-87.6195,41.881,-87.6167
12,Columbus Dr & Randolph St,Dusable Harbor,2,41.8847,-87.6195,41.885,-87.6128
12,State St & Randolph St,Streeter Dr & Grand Ave,2,41.8847,-87.6277,41.8923,-87.612
12,State St & Randolph St,Green St & Randolph St,2,41.8847,-87.6277,41.8837,-87.6487
12,Albany Ave & Bloomingdale Ave,Claremont Ave & Hirsch St,2,41.914,-87.7051,41.9078,-87.6859
12,Albany Ave & Bloomingdale Ave,Marshfield Ave & Cortland St,2,41.914,-87.7051,41.916,-87.6689
12,Cityfront Plaza Dr & Pioneer Ct,LaSalle St & Illinois St,2,41.8906,-87.6221,41.8908,-87.6321
12,Cityfront Plaza Dr & Pioneer Ct,Michigan Ave & Pearson St,2,41.8906,-87.6221,41.8977,-87.6235
12,Cityfront Plaza Dr & Pioneer Ct,Streeter Dr & Grand Ave,2,41.8906,-87.6221,41.8923,-87.612
12,Halsted St & Dickens Ave,Sedgwick St & Webster Ave,2,41.9199,-87.6488,41.9222,-87.6389
12,Clark St & Wellington Ave,Halsted St & Blackhawk St (*),2,41.9365,-87.6475,41.9085,-87.6486
12,Marshfield Ave & Cortland St,Desplaines St & Kinzie St,2,41.916,-87.6689,41.8887,-87.6444
12,Marshfield Ave & Cortland St,Milwaukee Ave & Wabansia Ave,2,41.916,-87.6689,41.9126,-87.6814
12,Sheffield Ave & Wrightwood Ave,Racine Ave & Fullerton Ave,2,41.9287,-87.6538,41.9256,-87.6584
13,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,12,41.881,-87.6167,41.8923,-87.612
13,Shedd Aquarium,Lake Shore Dr & Monroe St,8,41.8672,-87.6154,41.881,-87.6167
13,Broadway & Thorndale Ave,Lakefront Trail & Bryn Mawr Ave,8,41.9897,-87.6601,41.984,-87.6523
13,Ellis Ave & 58th St,Museum of Science and Industry,8,41.7887,-87.6013,41.7917,-87.5839
13,Streeter Dr & Grand Ave,Millennium Park,7,41.8923,-87.612,41.881,-87.6241
13,Theater on the Lake,Streeter Dr & Grand Ave,6,41.9263,-87.6308,41.8923,-87.612
13,Streeter Dr & Grand Ave,Lake Shore Dr & Monroe St,6,41.8923,-87.612,41.881,-87.6167
13,Wells St & Huron St,Millennium Park,5,41.8947,-87.6338,41.881,-87.6241
13,Streeter Dr & Grand Ave,Michigan Ave & Oak St,5,41.8923,-87.612,41.901,-87.6238
13,Millennium Park,Franklin St & Jackson Blvd,4,41.881,-87.6241,41.8777,-87.6353
13,Millennium Park,Michigan Ave & 14th St,4,41.881,-87.6241,41.8641,-87.6237
13,Lake Shore Dr & North Blvd,Theater on the Lake,4,41.9117,-87.6268,41.9263,-87.6308
13,Lake Shore Dr & North Blvd,Streeter Dr & Grand Ave,4,41.9117,-87.6268,41.8923,-87.612
13,Michigan Ave & Oak St,Theater on the Lake,4,41.901,-87.6238,41.9263,-87.6308
13,Stockton Dr & Wrightwood Ave,Streeter Dr & Grand Ave,4,41.9313,-87.6387,41.8923,-87.612
13,Adler Planetarium,Lake Shore Dr & Monroe St,4,41.8661,-87.6073,41.881,-87.6167
13,Shedd Aquarium,Streeter Dr & Grand Ave,3,41.8672,-87.6154,41.8923,-87.612
13,Lake Shore Dr & Diversey Pkwy,Streeter Dr & Grand Ave,3,41.9327,-87.6363,41.8923,-87.612
13,Lakeview Ave & Fullerton Pkwy,Lake Shore Dr & North Blvd,3,41.9259,-87.639,41.9117,-87.6268
13,Millennium Park,Shedd Aquarium,3,41.881,-87.6241,41.8672,-87.6154
13,Lake Shore Dr & Wellington Ave,Streeter Dr & Grand Ave,3,41.9367,-87.6368,41.8923,-87.612
13,California Ave & North Ave,Marshfield Ave & Cortland St,3,41.9104,-87.6972,41.916,-87.6689
13,Damen Ave & Clybourn Ave,California Ave & North Ave,3,41.9319,-87.6779,41.9104,-87.6972
13,Larrabee St & Kingsbury St,Kingsbury St & Kinzie St,3,41.8978,-87.6429,41.8892,-87.6385
13,Wells St & Walton St,Dearborn St & Erie St,3,41.8999,-87.6344,41.894,-87.6293
13,State St & Kinzie St,State St & Randolph St,3,41.8892,-87.6277,41.8847,-87.6277
13,Lake Shore Dr & North Blvd,Michigan Ave & Oak St,3,41.9117,-87.6268,41.901,-87.6238
13,Ravenswood Ave & Irving Park Rd,Troy St & Elston Ave,3,41.9547,-87.6739,41.9452,-87.7066
13,Sheffield Ave & Webster Ave,Wells St & Walton St,3,41.9215,-87.6538,41.8999,-87.6344
13,Lakefront Trail & Bryn Mawr Ave,Pine Grove Ave & Irving Park Rd,3,41.984,-87.6523,41.9544,-87.648
13,Michigan Ave & Oak St,Lake Shore Dr & Wellington Ave,3,41.901,-87.6238,41.9367,-87.6368
13,Cornell Ave & Hyde Park Blvd,Kimbark Ave & 53rd St,3,41.8024,-87.5869,41.7996,-87.5947
13,Streeter Dr & Grand Ave,Michigan Ave & Jackson Blvd,3,41.8923,-87.612,41.8778,-87.6241
13,Streeter Dr & Grand Ave,Cityfront Plaza Dr & Pioneer Ct,3,41.8923,-87.612,41.8906,-87.6221
13,Indiana Ave & Roosevelt Rd,Lake Shore Dr & Monroe St,3,41.8679,-87.623,41.881,-87.6167
13,Wilton Ave & Belmont Ave,Ravenswood Ave & Irving Park Rd,3,41.9402,-87.653,41.9547,-87.6739
13,Clark St & Randolph St,Wabash Ave & 8th St,3,41.8846,-87.6319,41.872,-87.6261
13,Ashland Ave & Blackhawk St,Theater on the Lake,3,41.9071,-87.6673,41.9263,-87.6308
13,Wabash Ave & 8th St,Field Museum,3,41.872,-87.6261,41.8653,-87.6179
13,Lincoln Ave & Roscoe St,Theater on the Lake,3,41.9433,-87.671,41.9263,-87.6308
13,Shedd Aquarium,Millennium Park,2,41.8672,-87.6154,41.881,-87.6241
13,Shedd Aquarium,McClurg Ct & Illinois St,2,41.8672,-87.6154,41.891,-87.6173
13,Sheridan Rd & Loyola Ave,Lakefront Trail & Bryn Mawr Ave,2,42.001,-87.6612,41.984,-87.6523
13,Desplaines St & Kinzie St,Franklin St & Monroe St,2,41.8887,-87.6444,41.8803,-87.6352
13,Franklin St & Lake St,Kingsbury St & Kinzie St,2,41.8858,-87.6355,41.8892,-87.6385
13,Clarendon Ave & Junior Ter,Michigan Ave & Oak St,2,41.961,-87.6496,41.901,-87.6238
13,Field Museum,Millennium Park,2,41.8653,-87.6179,41.881,-87.6241
13,Field Museum,Shore Dr & 55th St,2,41.8653,-87.6179,41.7952,-87.5807
13,Green St & Madison St,Morgan St & Lake St,2,41.8819,-87.6488,41.8855,-87.6523
13,Pine Grove Ave & Waveland Ave,Sheridan Rd & Irving Park Rd,2,41.9493,-87.6463,41.9542,-87.6544
13,Pine Grove Ave & Waveland Ave,Montrose Harbor,2,41.9493,-87.6463,41.964,-87.6382
13,Wabash Ave & Grand Ave,Streeter Dr & Grand Ave,2,41.8917,-87.6269,41.8923,-87.612
13,Sheridan Rd & Irving Park Rd,Clark St & Leland Ave,2,41.9542,-87.6544,41.9671,-87.6674
13,Michigan Ave & Washington St,LaSalle St & Adams St,2,41.8839,-87.6246,41.8793,-87.632
13,Lakeview Ave & Fullerton Pkwy,Rush St & Cedar St,2,41.9259,-87.639,41.9023,-87.6277
13,Millennium Park,Michigan Ave & Congress Pkwy,2,41.881,-87.6241,41.8762,-87.6244
13,Millennium Park,Canal St & Adams St,2,41.881,-87.6241,41.8793,-87.6399
13,Millennium Park,Michigan Ave & Jackson Blvd,2,41.881,-87.6241,41.8778,-87.6241
13,Lake Shore Dr & Monroe St,Millennium Park,2,41.881,-87.6167,41.881,-87.6241
13,Lake Shore Dr & Monroe St,Calumet Ave & 18th St,2,41.881,-87.6167,41.8576,-87.6194
13,Lake Shore Dr & Monroe St,Dearborn St & Erie St,2,41.881,-87.6167,41.894,-87.6293
13,Lake Shore Dr & Monroe St,Lake Shore Dr & North Blvd,2,41.881,-87.6167,41.9117,-87.6268
13,Lake Shore Dr & Monroe St,Michigan Ave & Jackson Blvd,2,41.881,-87.6167,41.8778,-87.6241
13,LaSalle St & Illinois St,Michigan Ave & Oak St,2,41.8908,-87.6321,41.901,-87.6238
13,Lake Shore Dr & Wellington Ave,Broadway & Cornelia Ave,2,41.9367,-87.6368,41.9455,-87.646
13,Lake Shore Dr & Wellington Ave,Clark St & Armitage Ave,2,41.9367,-87.6368,41.9183,-87.6363
13,Ashland Ave & Division St,Damen Ave & Pierce Ave,2,41.9035,-87.6677,41.9094,-87.6777
13,Sangamon St & Washington Blvd (*),May St & Taylor St,2,41.883,-87.6511,41.8695,-87.6555
13,Ashland Ave & Augusta Blvd,Halsted St & Wrightwood Ave,2,41.8996,-87.6677,41.9291,-87.6491
13,Broadway & Cornelia Ave,Sheridan Rd & Irving Park Rd,2,41.9455,-87.646,41.9542,-87.6544
13,Broadway & Cornelia Ave,Clark St & Grace St,2,41.9455,-87.646,41.9508,-87.6592
13,Racine Ave & Wrightwood Ave,Bissell St & Armitage Ave,2,41.9289,-87.659,41.9184,-87.6522
13,Broadway & Barry Ave,Wabash Ave & Wacker Pl,2,41.9377,-87.6441,41.8869,-87.626
13,Broadway & Barry Ave,Lake Shore Dr & North Blvd,2,41.9377,-87.6441,41.9117,-87.6268
13,Michigan Ave & Congress Pkwy,Franklin St & Jackson Blvd,2,41.8762,-87.6244,41.8777,-87.6353
13,Dusable Harbor,Shedd Aquarium,2,41.885,-87.6128,41.8672,-87.6154
13,Dusable Harbor,Wabash Ave & Grand Ave,2,41.885,-87.6128,41.8917,-87.6269
13,Michigan Ave & Pearson St,Wabash Ave & Grand Ave,2,41.8977,-87.6235,41.8917,-87.6269
13,Michigan Ave & Pearson St,Dusable Harbor,2,41.8977,-87.6235,41.885,-87.6128
13,Clark St & Lake St,Millennium Park,2,41.886,-87.6309,41.881,-87.6241
13,Clark St & Lake St,Kingsbury St & Kinzie St,2,41.886,-87.6309,41.8892,-87.6385
13,Richmond St & Diversey Ave,Western Ave & Leland Ave,2,41.9319,-87.7012,41.9666,-87.6885
13,Sedgwick St & North Ave,Sedgwick St & Webster Ave,2,41.9114,-87.6387,41.9222,-87.6389
13,LaSalle St & Jackson Blvd,Aberdeen St & Jackson Blvd,2,41.8782,-87.632,41.8777,-87.6548
13,Halsted St & Blackhawk St (*),Kingsbury St & Erie St,2,41.9085,-87.6486,41.8939,-87.6417
13,Halsted St & Blackhawk St (*),Dayton St & North Ave,2,41.9085,-87.6486,41.9106,-87.6494
13,Franklin St & Chicago Ave,Wells St & Evergreen Ave,2,41.8968,-87.6356,41.9067,-87.6348
13,Clark St & Armitage Ave,Streeter Dr & Grand Ave,2,41.9183,-87.6363,41.8923,-87.612
13,Kingsbury St & Erie St,Ashland Ave & Lake St,2,41.8939,-87.6417,41.8854,-87.6673
13,Kingsbury St & Erie St,Larrabee St & Webster Ave,2,41.8939,-87.6417,41.9218,-87.6441
13,Clinton St & Madison St,Union Ave & Grand Ave,2,41.8822,-87.6411,41.891,-87.6459
13,Clinton St & Madison St,Dearborn St & Adams St,2,41.8822,-87.6411,41.8794,-87.6298
13,Clinton St & Madison St,Damen Ave & Grand Ave,2,41.8822,-87.6411,41.8912,-87.6769
13,Lake Shore Dr & Belmont Ave,Lake Shore Dr & Wellington Ave,2,41.9408,-87.6392,41.9367,-87.6368
13,McClurg Ct & Illinois St,Wabash Ave & Grand Ave,2,41.891,-87.6173,41.8917,-87.6269
13,McClurg Ct & Illinois St,St. Clair St & Erie St,2,41.891,-87.6173,41.8944,-87.6227
13,Michigan Ave & 18th St,Adler Planetarium,2,41.8578,-87.6245,41.8661,-87.6073
13,Halsted St & Wrightwood Ave,Clark St & Wellington Ave,2,41.9291,-87.6491,41.9365,-87.6475
13,Franklin St & Monroe St,Fairbanks Ct & Grand Ave,2,41.8803,-87.6352,41.8919,-87.6206
13,Mies van der Rohe Way & Chicago Ave,Shedd Aquarium,2,41.8969,-87.6217,41.8672,-87.6154
13,Manor Ave & Leland Ave,Warren Park West,2,41.9663,-87.7011,42.002,-87.6897
13,Dearborn St & Adams St,Mies van der Rohe Way & Chestnut St,2,41.8794,-87.6298,41.8986,-87.6219
13,Dearborn St & Adams St,Canal St & Madison St,2,41.8794,-87.6298,41.8821,-87.6398
13,Theater on the Lake,Pine Grove Ave & Irving Park Rd,2,41.9263,-87.6308,41.9544,-87.648
13,State St & Kinzie St,Franklin St & Jackson Blvd,2,41.8892,-87.6277,41.8777,-87.6353
13,Kingsbury St & Kinzie St,Kingsbury St & Erie St,2,41.8892,-87.6385,41.8939,-87.6417
13,Kingsbury St & Kinzie St,Clinton St & Madison St,2,41.8892,-87.6385,41.8822,-87.6411
13,Orleans St & Elm St (*),Orleans St & Ohio St,2,41.9029,-87.6377,41.8922,-87.6369
13,Lincoln Ave & Diversey Pkwy,Clark St & Berwyn Ave,2,41.9322,-87.6586,41.978,-87.668
13,Lincoln Ave & Diversey Pkwy,Theater on the Lake,2,41.9322,-87.6586,41.9263,-87.6308
13,Lake Shore Dr & North Blvd,Wabash Ave & Wacker Pl,2,41.9117,-87.6268,41.8869,-87.626
13,Damen Ave & Grand Ave,Orleans St & Elm St (*),2,41.8912,-87.6769,41.9029,-87.6377
13,Lombard Ave & Garfield St,Oak Park Ave & Harrison St,2,41.8707,-87.7788,41.873,-87.7939
13,Wabash Ave & Adams St,Shedd Aquarium,2,41.8795,-87.6257,41.8672,-87.6154
13,Lakefront Trail & Bryn Mawr Ave,Theater on the Lake,2,41.984,-87.6523,41.9263,-87.6308
13,Michigan Ave & Oak St,Sheffield Ave & Addison St,2,41.901,-87.6238,41.947,-87.6542
13,Ellis Ave & 58th St,Harper Ave & 59th St,2,41.7887,-87.6013,41.7879,-87.5883
13,Clark St & Elm St,Clark St & Armitage Ave,2,41.903,-87.6313,41.9183,-87.6363
13,Broadway & Wilson Ave,Broadway & Argyle St,2,41.9655,-87.6572,41.973,-87.6596
13,Clark St & Lincoln Ave,Fairbanks Ct & Grand Ave,2,41.9157,-87.6346,41.8919,-87.6206
13,Clark St & Lincoln Ave,Lincoln Ave & Belmont Ave,2,41.9157,-87.6346,41.9394,-87.6684
13,Streeter Dr & Grand Ave,Wabash Ave & Wacker Pl,2,41.8923,-87.612,41.8869,-87.626
13,Streeter Dr & Grand Ave,Dusable Harbor,2,41.8923,-87.612,41.885,-87.6128
13,Streeter Dr & Grand Ave,Clark St & Armitage Ave,2,41.8923,-87.612,41.9183,-87.6363
13,Streeter Dr & Grand Ave,Clark St & Schiller St,2,41.8923,-87.612,41.908,-87.6315
13,Streeter Dr & Grand Ave,Wabash Ave & 8th St,2,41.8923,-87.612,41.872,-87.6261
13,Fort Dearborn Dr & 31st St,State St & Harrison St,2,41.8386,-87.6082,41.8741,-87.6277
13,Fort Dearborn Dr & 31st St,Burnham Harbor,2,41.8386,-87.6082,41.8563,-87.6133
13,Leavitt St & Addison St,Sheffield Ave & Wellington Ave,2,41.947,-87.6834,41.9363,-87.6527
13,Sheffield Ave & Addison St,Halsted St & Diversey Pkwy,2,41.947,-87.6542,41.9337,-87.649
13,Indiana Ave & Roosevelt Rd,Dearborn Pkwy & Delaware Pl,2,41.8679,-87.623,41.899,-87.6299
13,Halsted St & Willow St,Rush St & Superior St,2,41.9138,-87.6488,41.8958,-87.6259
13,State St & 33rd St,Halsted St & Maxwell St,2,41.8347,-87.6258,41.8649,-87.6471
13,State St & 33rd St,Fort Dearborn Dr & 31st St,2,41.8347,-87.6258,41.8386,-87.6082
13,Wilton Ave & Diversey Pkwy,Larrabee St & Webster Ave,2,41.9324,-87.6527,41.9218,-87.6441
13,Sheridan Rd & Montrose Ave,Clarendon Ave & Junior Ter,2,41.9617,-87.6546,41.961,-87.6496
13,Kimbark Ave & 53rd St,Lake Park Ave & 53rd St,2,41.7996,-87.5947,41.7995,-87.5864
13,Larrabee St & Oak St,Lincoln Ave & Fullerton Ave,2,41.9002,-87.643,41.9259,-87.6493
13,Racine Ave & Fullerton Ave,Clark St & Wrightwood Ave,2,41.9256,-87.6584,41.9295,-87.6431
13,Racine Ave & Fullerton Ave,Sheffield Ave & Wrightwood Ave,2,41.9256,-87.6584,41.9287,-87.6538
13,Sheffield Ave & Fullerton Ave,Greenview Ave & Fullerton Ave,2,41.9256,-87.6537,41.9253,-87.6658
13,McCormick Place,Field Museum,2,41.8514,-87.6188,41.8653,-87.6179
13,Broadway & Waveland Ave,Sheridan Rd & Buena Ave,2,41.9491,-87.6486,41.9585,-87.655
13,Lincoln Ave & Waveland Ave,Broadway & Cornelia Ave,2,41.9491,-87.6751,41.9455,-87.646
13,Broadway & Berwyn Ave,Montrose Harbor,2,41.9784,-87.6598,41.964,-87.6382
13,Clinton St & Roosevelt Rd,Theater on the Lake,2,41.8671,-87.6411,41.9263,-87.6308
13,Larrabee St & Webster Ave,Bissell St & Armitage Ave,2,41.9218,-87.6441,41.9184,-87.6522
13,Lincoln Ave & Belmont Ave,Sheffield Ave & Webster Ave,2,41.9394,-87.6684,41.9215,-87.6538
13,McClurg Ct & Erie St,Michigan Ave & Oak St,2,41.8945,-87.6179,41.901,-87.6238
13,Hampden Ct & Diversey Pkwy,Michigan Ave & Oak St,2,41.9326,-87.6424,41.901,-87.6238
13,Marshfield Ave & Cortland St,Lakeview Ave & Fullerton Pkwy,2,41.916,-87.6689,41.9259,-87.639
13,Damen Ave & Cortland St,Humboldt Blvd & Armitage Ave,2,41.916,-87.6774,41.9175,-87.7018
13,Wells St & Concord Ln,Dayton St & North Ave,2,41.9121,-87.6347,41.9106,-87.6494
14,Lake Shore Dr & Monroe St,Lake Shore Dr & North Blvd,10,41.881,-87.6167,41.9117,-87.6268
14,Theater on the Lake,Streeter Dr & Grand Ave,9,41.9263,-87.6308,41.8923,-87.612
14,Lakefront Trail & Bryn Mawr Ave,Montrose Harbor,7,41.984,-87.6523,41.964,-87.6382
14,Streeter Dr & Grand Ave,Theater on the Lake,7,41.8923,-87.612,41.9263,-87.6308
14,Lake Shore Dr & Monroe St,Michigan Ave & Oak St,6,41.881,-87.6167,41.901,-87.6238
14,Michigan Ave & Oak St,Theater on the Lake,6,41.901,-87.6238,41.9263,-87.6308
14,Shedd Aquarium,Streeter Dr & Grand Ave,4,41.8672,-87.6154,41.8923,-87.612
14,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,4,41.881,-87.6167,41.8923,-87.612
14,Dusable Harbor,Michigan Ave & Oak St,4,41.885,-87.6128,41.901,-87.6238
14,Clark St & Armitage Ave,Lake Shore Dr & North Blvd,4,41.9183,-87.6363,41.9117,-87.6268
14,LaSalle St & Adams St,Millennium Park,4,41.8793,-87.632,41.881,-87.6241
14,Wells St & Evergreen Ave,LaSalle St & Illinois St,4,41.9067,-87.6348,41.8908,-87.6321
14,Wells St & Evergreen Ave,Halsted St & Dickens Ave,4,41.9067,-87.6348,41.9199,-87.6488
14,Lake Shore Dr & North Blvd,Theater on the Lake,4,41.9117,-87.6268,41.9263,-87.6308
14,Michigan Ave & Oak St,Millennium Park,4,41.901,-87.6238,41.881,-87.6241
14,900 W Harrison St,Jefferson St & Monroe St,4,41.8747,-87.65,41.8804,-87.6427
14,Streeter Dr & Grand Ave,Millennium Park,4,41.8923,-87.612,41.881,-87.6241
14,Indiana Ave & Roosevelt Rd,Shedd Aquarium,4,41.8679,-87.623,41.8672,-87.6154
14,Southport Ave & Waveland Ave,Streeter Dr & Grand Ave,4,41.9482,-87.6639,41.8923,-87.612
14,Halsted St & Dickens Ave,Lake Shore Dr & North Blvd,4,41.9199,-87.6488,41.9117,-87.6268
14,Clark St & Wellington Ave,Fairbanks Ct & Grand Ave,4,41.9365,-87.6475,41.8919,-87.6206
14,Shedd Aquarium,Lake Shore Dr & Ohio St,3,41.8672,-87.6154,41.8926,-87.6145
